storeID,address,city,state,isOpen,reviewScore
666,14801 Schurz Circle,Birmingham,Alabama,no,5
667,4601 Petterle Hill,Virginia Beach,Virginia,yes,5
668,757 Maple Wood Way,Chicago,Illinois,no,4
669,847 David Pass,New York City,New York,yes,5
670,74 Walton Alley,Austin,Texas,yes,5
671,12003 Gina Center,Lees Summit,Missouri,yes,4
672,9205 Gulseth Plaza,Wilmington,North Carolina,no,4
673,41 Northridge Drive,Arlington,Virginia,yes,4
674,6071 Eagle Crest Circle,Punta Gorda,Florida,yes,5
675,296 Westridge Court,Naples,Florida,yes,5
676,5657 Banding Lane,Raleigh,North Carolina,yes,4
677,22454 Miller Hill,Lansing,Michigan,yes,4
678,34 Petterle Street,Albuquerque,New Mexico,no,5
679,9 Red Cloud Crossing,Omaha,Nebraska,no,4
680,1 Independence Park,Scranton,Pennsylvania,no,4
681,9703 Sachtjen Terrace,Birmingham,Alabama,no,5
682,3378 Heath Point,Tallahassee,Florida,no,5
683,76 Raven Road,New Orleans,Louisiana,yes,4
684,872 Schmedeman Place,Nashville,Tennessee,yes,5
685,8668 Union Alley,Houston,Texas,yes,4
686,262 Warbler Point,Lake Charles,Louisiana,yes,5
687,18 John Wall Way,Albany,New York,no,4
688,3804 Homewood Center,Albany,Georgia,yes,4
689,49435 Mandrake Pass,Panama City,Florida,no,4
690,34 Brentwood Road,Seattle,Washington,no,5
691,81 Bobwhite Place,Atlanta,Georgia,no,4
692,285 Hoffman Hill,Wichita Falls,Texas,yes,5
693,30 Hooker Place,Denver,Colorado,yes,5
694,16 Doe Crossing Street,San Antonio,Texas,no,4
695,3 Meadow Valley Court,Flint,Michigan,no,5
696,8038 Vermont Terrace,Brooklyn,New York,yes,5
697,094 Cambridge Lane,High Point,North Carolina,yes,5
698,625 Emmet Street,Kent,Washington,no,4
699,65898 Heffernan Court,New York City,New York,no,5
700,50254 Bultman Pass,Littleton,Colorado,yes,4
701,342 Portage Place,Johnson City,Tennessee,yes,5
702,652 Iowa Alley,Washington,District of Columbia,yes,5
703,5933 Muir Way,Saint Paul,Minnesota,yes,5
704,93 Dayton Trail,Fort Smith,Arkansas,yes,5
705,86 Grasskamp Terrace,Pompano Beach,Florida,yes,5
706,2 Donald Trail,Cincinnati,Ohio,yes,4
707,02757 Brickson Park Alley,San Antonio,Texas,yes,5
708,8 Lyons Hill,Garland,Texas,yes,5
709,8778 Bunker Hill Junction,Jacksonville,Florida,no,5
710,2346 Coleman Center,San Diego,California,yes,5
711,8 Myrtle Way,Rockford,Illinois,yes,4
712,60 Bellgrove Court,Jackson,Mississippi,yes,4
713,4 Waywood Parkway,San Antonio,Texas,yes,4
714,53121 Oxford Way,Vienna,Virginia,no,5
715,7419 Prentice Road,Birmingham,Alabama,no,4
716,62 Maywood Center,Tuscaloosa,Alabama,no,4
717,44 Cambridge Way,Fort Worth,Texas,no,5
718,1 Weeping Birch Street,Washington,District of Columbia,yes,4
719,585 Waxwing Point,Indianapolis,Indiana,no,4
720,00 International Crossing,Littleton,Colorado,no,4
721,265 Namekagon Court,Louisville,Kentucky,no,4
722,89 Buell Way,San Diego,California,yes,4
723,6 Bluestem Terrace,Springfield,Illinois,no,4
724,2248 Granby Point,New Orleans,Louisiana,yes,4
725,63372 Rieder Crossing,Springfield,Illinois,no,4
726,52 8th Park,Oakland,California,yes,4
727,213 Mosinee Terrace,Detroit,Michigan,no,5
728,3211 Mitchell Terrace,Atlanta,Georgia,no,5
729,54534 Victoria Place,Atlanta,Georgia,no,4
730,86 Meadow Vale Trail,Dallas,Texas,no,5
731,27467 Hanover Court,Baltimore,Maryland,yes,4
732,231 3rd Crossing,Seattle,Washington,yes,4
733,0 Waxwing Way,Fort Lauderdale,Florida,yes,5
734,77272 Melrose Trail,Salt Lake City,Utah,yes,4
735,8899 Bay Plaza,Falls Church,Virginia,no,5
736,715 Brown Point,Albuquerque,New Mexico,no,4
737,74522 Pankratz Circle,Lawrenceville,Georgia,yes,4
738,8587 Grover Circle,Cumming,Georgia,no,5
739,4 Lighthouse Bay Lane,Oklahoma City,Oklahoma,yes,4
740,99707 Westerfield Junction,Kansas City,Kansas,yes,4
741,81 Dawn Avenue,Staten Island,New York,yes,4
742,1 Gerald Point,Las Vegas,Nevada,yes,5
743,96 Eastwood Street,Burbank,California,no,4
744,93 Kinsman Avenue,Minneapolis,Minnesota,yes,5
745,9 Sunbrook Place,Sacramento,California,yes,5
746,60 Glacier Hill Court,Salt Lake City,Utah,no,5
747,1 Nelson Drive,Irvine,California,yes,4
748,48 Farragut Way,Chicago,Illinois,yes,4
749,764 Brentwood Crossing,Fresno,California,yes,5
750,23151 Scofield Parkway,El Paso,Texas,no,4
751,968 Dunning Park,Tulsa,Oklahoma,no,5
752,5308 Reinke Alley,Charlottesville,Virginia,no,4
753,9268 Chive Place,Fort Smith,Arkansas,no,4
754,13 Green Ridge Junction,Sacramento,California,no,5
755,13678 Blackbird Center,Chicago,Illinois,no,5
756,0496 School Avenue,Young America,Minnesota,no,4
757,6 Annamark Terrace,Schenectady,New York,no,4
758,828 Northwestern Court,Jackson,Mississippi,no,5
759,15000 Westend Road,Toledo,Ohio,yes,5
760,913 Hanson Circle,Toledo,Ohio,no,5
761,4266 Summit Road,Dallas,Texas,no,5
762,459 Elgar Parkway,Inglewood,California,yes,5
763,568 Independence Center,Beaumont,Texas,yes,4
764,2336 Myrtle Hill,Cleveland,Ohio,yes,5
765,718 Hagan Way,Saint Petersburg,Florida,yes,5
766,5402 Armistice Avenue,Seminole,Florida,yes,5
767,10496 Columbus Avenue,Corpus Christi,Texas,yes,4
768,7 Amoth Alley,Jefferson City,Missouri,no,5
769,7 Hanover Drive,Abilene,Texas,yes,4
770,134 Wayridge Alley,Miami,Florida,no,5
771,67288 Jana Park,Syracuse,New York,yes,5
772,62 Carberry Alley,Bakersfield,California,yes,5
773,07 Starling Hill,Houston,Texas,yes,4
774,77 Oak Valley Terrace,Stamford,Connecticut,yes,4
775,3209 Shoshone Pass,Oxnard,California,no,5
776,3 Barby Hill,West Palm Beach,Florida,no,4
777,0 Prairie Rose Park,Honolulu,Hawaii,no,4
778,643 Thierer Way,Manchester,New Hampshire,no,4
779,4749 Sommers Place,Boise,Idaho,no,5
780,3 Schlimgen Lane,Pittsburgh,Pennsylvania,yes,5
781,8303 Jay Parkway,Chicago,Illinois,no,4
782,8369 Bunker Hill Street,Phoenix,Arizona,yes,4
783,536 Shelley Drive,Detroit,Michigan,yes,4
784,980 Cardinal Avenue,Miami,Florida,no,4
785,78 Westerfield Pass,Minneapolis,Minnesota,no,5
786,2 Valley Edge Avenue,New Orleans,Louisiana,yes,4
787,39309 Myrtle Point,Shawnee Mission,Kansas,no,5
788,418 Memorial Avenue,Pueblo,Colorado,yes,5
789,93245 Norway Maple Road,Anaheim,California,no,4
790,9 Shoshone Place,Dayton,Ohio,yes,4
791,2648 Judy Hill,Roanoke,Virginia,no,4
792,3808 Victoria Trail,Shawnee Mission,Kansas,yes,4
793,2950 Mifflin Court,Kent,Washington,no,4
794,75 Dahle Parkway,San Antonio,Texas,no,4
795,2 Spenser Junction,Jacksonville,Florida,yes,4
796,9 Northview Court,Peoria,Illinois,yes,5
797,8911 Moulton Lane,New York City,New York,yes,5
798,701 Jay Way,Tulsa,Oklahoma,yes,5
799,739 Donald Point,Houston,Texas,no,5
800,7 Del Mar Point,Las Cruces,New Mexico,yes,4
801,9062 Hanson Crossing,Shawnee Mission,Kansas,no,4
802,6 Randy Trail,Brooklyn,New York,no,5
803,27682 Main Pass,San Diego,California,yes,5
804,06937 2nd Pass,Colorado Springs,Colorado,no,4
805,7 Dunning Place,Arvada,Colorado,yes,5
806,2917 Hallows Terrace,Dayton,Ohio,no,4
807,1919 David Alley,Los Angeles,California,no,4
808,5 Autumn Leaf Place,Peoria,Illinois,yes,4
809,21 Swallow Drive,Dallas,Texas,yes,4
810,1764 Del Sol Place,Cambridge,Massachusetts,no,5
811,270 Vermont Terrace,Reno,Nevada,yes,4
812,94 Sutherland Crossing,Philadelphia,Pennsylvania,no,4
813,6 Russell Park,Fort Lauderdale,Florida,yes,5
814,351 Badeau Junction,New York City,New York,yes,5
815,5 Scott Lane,Bakersfield,California,no,5
816,10 Sommers Avenue,El Paso,Texas,no,5
817,2 Donald Alley,Naples,Florida,no,5
818,114 Eastlawn Crossing,Detroit,Michigan,no,4
819,952 Lighthouse Bay Parkway,Birmingham,Alabama,no,5
820,65791 Express Crossing,Corpus Christi,Texas,no,4
821,4449 Old Shore Way,Brooklyn,New York,no,4
822,44 Kim Trail,Tallahassee,Florida,no,4
823,34264 Jenifer Drive,New York City,New York,no,5
824,2 Lyons Park,Pasadena,California,yes,4
825,799 Meadow Valley Plaza,Charlotte,North Carolina,yes,4
826,8 Gateway Trail,Oklahoma City,Oklahoma,no,5
827,57035 Southridge Plaza,Louisville,Kentucky,no,4
828,448 Heath Park,Baltimore,Maryland,yes,5
829,62483 Lake View Way,Bronx,New York,yes,4
830,48 Knutson Lane,Migrate,Kentucky,no,5
831,702 Gateway Crossing,Odessa,Texas,yes,5
832,4524 Pine View Street,Atlanta,Georgia,yes,5
833,11386 Haas Parkway,Buffalo,New York,yes,4
834,8 Clyde Gallagher Park,Denver,Colorado,yes,4
835,5931 Crowley Way,Dallas,Texas,no,5
836,90 Kingsford Crossing,Colorado Springs,Colorado,no,5
837,6372 Mifflin Place,Erie,Pennsylvania,yes,5
838,79 Russell Avenue,Watertown,Massachusetts,no,4
839,2029 Killdeer Alley,San Antonio,Texas,no,4
840,30302 Nancy Plaza,Erie,Pennsylvania,no,5
841,48 Duke Place,Baton Rouge,Louisiana,yes,4
842,9 Golf Course Circle,Houston,Texas,no,4
843,201 South Hill,Austin,Texas,yes,4
844,17177 Red Cloud Road,San Rafael,California,yes,4
845,241 Mosinee Alley,Philadelphia,Pennsylvania,no,5
846,4 Montana Drive,New York City,New York,yes,4
847,8300 Shasta Way,Whittier,California,no,4
848,029 Shelley Way,Largo,Florida,no,4
849,5274 Loftsgordon Center,Washington,District of Columbia,yes,4
850,321 Vahlen Court,Birmingham,Alabama,no,5
851,655 Havey Hill,San Diego,California,yes,4
852,93 Arrowood Court,Salt Lake City,Utah,no,5
853,88 Straubel Circle,Toledo,Ohio,no,5
854,59403 Esker Drive,Vienna,Virginia,no,4
855,00277 Tennyson Road,Los Angeles,California,no,5
856,954 Hallows Parkway,Tulsa,Oklahoma,no,4
857,069 Barnett Center,Mobile,Alabama,yes,5
858,2 Loeprich Point,New York City,New York,no,4
859,48 Calypso Way,El Paso,Texas,no,5
860,1380 Melby Road,Winston Salem,North Carolina,no,4
861,7860 Bayside Point,Santa Fe,New Mexico,yes,4
862,2059 Dryden Court,San Mateo,California,no,4
863,17848 Corry Crossing,Washington,District of Columbia,no,4
864,25 Dwight Pass,Las Vegas,Nevada,yes,5
865,050 Vernon Terrace,Hartford,Connecticut,no,4
866,514 Carioca Junction,Houston,Texas,yes,5
867,8 Old Shore Drive,New York City,New York,no,5
868,576 Leroy Center,Roanoke,Virginia,no,4
869,66267 Anzinger Plaza,Lakewood,Washington,yes,4
870,790 Chive Crossing,West Palm Beach,Florida,no,4
871,01 Sutteridge Alley,Tampa,Florida,yes,4
872,5 Shoshone Court,Evansville,Indiana,no,4
873,741 Brentwood Point,Denver,Colorado,no,5
874,1752 Oriole Street,Los Angeles,California,no,4
875,2046 Glendale Circle,Los Angeles,California,yes,5
876,759 Lukken Crossing,Oklahoma City,Oklahoma,yes,5
877,0268 Gale Park,San Diego,California,yes,4
878,78696 Mitchell Terrace,Boston,Massachusetts,yes,5
879,157 Green Crossing,Sacramento,California,yes,5
880,8043 6th Way,Phoenix,Arizona,no,4
881,43 Hanover Avenue,Miami,Florida,no,5
882,7268 Mockingbird Terrace,Philadelphia,Pennsylvania,no,4
883,457 Hagan Plaza,Sacramento,California,yes,4
884,6803 Oak Valley Alley,Honolulu,Hawaii,yes,5
885,64980 Sunbrook Way,New Orleans,Louisiana,yes,5
886,6438 Northport Place,Bonita Springs,Florida,yes,5
887,0 Oakridge Trail,Montgomery,Alabama,yes,4
888,72112 Stoughton Terrace,Tallahassee,Florida,no,4
889,3 Carey Terrace,Pittsburgh,Pennsylvania,no,5
890,67256 Waxwing Pass,Tacoma,Washington,no,4
891,292 Farragut Center,Cincinnati,Ohio,yes,5
892,0 Debra Park,Longview,Texas,no,5
893,63 Erie Avenue,East Saint Louis,Illinois,yes,4
894,3044 Bluestem Trail,Roanoke,Virginia,no,4
895,719 Heffernan Trail,Jamaica,New York,no,4
896,0 Fordem Way,Louisville,Kentucky,no,5
897,858 Ridge Oak Street,Santa Barbara,California,yes,5
898,80 Troy Drive,Grand Rapids,Michigan,yes,5
899,1657 Toban Pass,Clearwater,Florida,no,4
900,777 Columbus Center,Sacramento,California,no,5
901,331 American Center,Louisville,Kentucky,yes,4
902,75 Erie Court,Young America,Minnesota,no,4
903,180 Mandrake Drive,Denver,Colorado,no,5
904,3 Briar Crest Plaza,Corona,California,no,4
905,2962 Hoffman Way,Rochester,New York,yes,4
906,6 Northridge Street,Iowa City,Iowa,no,5
907,22526 Aberg Hill,New York City,New York,yes,5
908,9 4th Trail,Lakeland,Florida,yes,5
909,0 Meadow Ridge Terrace,Monroe,Louisiana,no,4
910,07 Annamark Park,Lafayette,Indiana,no,4
911,44161 Bartillon Circle,Nashville,Tennessee,yes,4
912,6513 Iowa Way,Shawnee Mission,Kansas,no,5
913,581 Marcy Parkway,Topeka,Kansas,no,4
914,3 Elka Avenue,Norfolk,Virginia,yes,5
915,07581 Debra Circle,Reading,Pennsylvania,no,5
916,932 Del Mar Point,Vero Beach,Florida,yes,4
917,91 Maryland Point,Baltimore,Maryland,no,5
918,70 Bayside Hill,Norfolk,Virginia,yes,4
919,3649 Roxbury Avenue,San Diego,California,yes,4
920,319 Gateway Trail,Dayton,Ohio,no,5
921,6 Bluejay Plaza,Fresno,California,no,5
922,700 Riverside Center,Houston,Texas,no,5
923,2258 Anthes Avenue,Garland,Texas,no,4
924,7 Dayton Hill,Charleston,South Carolina,yes,4
925,385 Delaware Park,Newark,Delaware,no,5
926,5 Hauk Center,Toledo,Ohio,yes,4
927,22 Harbort Plaza,Young America,Minnesota,no,4
928,52 Rowland Road,Clearwater,Florida,yes,4
929,18 Cordelia Pass,Reston,Virginia,yes,5
930,7 Michigan Street,Atlanta,Georgia,no,5
931,1683 Spaight Crossing,Danbury,Connecticut,yes,5
932,72595 Larry Alley,Rochester,Minnesota,no,5
933,02701 Pearson Trail,Miami,Florida,no,4
934,1766 7th Hill,Bethesda,Maryland,no,5
935,8129 Calypso Center,Lincoln,Nebraska,no,4
936,94394 Clove Alley,Minneapolis,Minnesota,no,4
937,0 Spaight Plaza,New York City,New York,yes,4
938,9462 Fisk Avenue,Seattle,Washington,no,4
939,3688 Briar Crest Center,Panama City,Florida,no,4
940,569 Hanover Crossing,Kingsport,Tennessee,no,5
941,701 Amoth Place,Sacramento,California,no,4
942,37349 Stang Drive,Huntsville,Alabama,yes,4
943,51 Sundown Circle,Honolulu,Hawaii,yes,5
944,79847 Eliot Junction,Dallas,Texas,no,5
945,2207 Roth Alley,Corpus Christi,Texas,no,5
946,718 Spenser Drive,Hayward,California,yes,4
947,358 Pankratz Hill,Louisville,Kentucky,no,4
948,98944 Manitowish Way,New York City,New York,no,5
949,48 Comanche Trail,Richmond,Virginia,yes,4
950,80 Farwell Hill,Springfield,Illinois,no,5
951,056 Mosinee Street,Charlotte,North Carolina,no,4
952,57155 Emmet Alley,Memphis,Tennessee,yes,5
953,730 Becker Circle,Houston,Texas,yes,5
954,82 Buell Lane,Sacramento,California,yes,4
955,08 Amoth Road,Miami,Florida,yes,4
956,74 Nelson Street,Tucson,Arizona,yes,4
957,847 Magdeline Plaza,Fairfax,Virginia,yes,5
958,75182 Johnson Center,Oklahoma City,Oklahoma,yes,4
959,95 Kensington Road,Oxnard,California,yes,4
960,2335 Stone Corner Terrace,York,Pennsylvania,no,5
961,0 Express Hill,Indianapolis,Indiana,no,4
962,3004 Main Parkway,Sarasota,Florida,yes,4
963,5502 Melody Crossing,Idaho Falls,Idaho,no,5
964,2454 La Follette Lane,Houston,Texas,yes,5
965,566 Chive Point,Milwaukee,Wisconsin,yes,4
966,270 Menomonie Parkway,Colorado Springs,Colorado,no,4
967,80 Northview Place,Wichita Falls,Texas,yes,4
968,23801 Killdeer Street,Oakland,California,no,4
969,4773 Mallard Trail,West Palm Beach,Florida,yes,4
970,742 Grover Drive,Chicago,Illinois,no,5
971,74342 1st Hill,Fairfield,Connecticut,yes,5
972,1253 Morrow Terrace,Baton Rouge,Louisiana,yes,4
973,62 Michigan Parkway,Rochester,New York,no,5
974,29470 Bobwhite Center,Salt Lake City,Utah,no,4
975,54984 Bay Circle,Atlanta,Georgia,no,5
976,7 Aberg Lane,Youngstown,Ohio,yes,5
977,3101 Scott Place,Gainesville,Florida,yes,4
978,53 Sommers Circle,Van Nuys,California,yes,4
979,1969 Banding Park,Baltimore,Maryland,no,4
980,400 Beilfuss Point,Fort Worth,Texas,no,5
981,126 Graceland Street,Des Moines,Iowa,no,5
982,167 Harbort Avenue,Albuquerque,New Mexico,yes,5
983,30 Michigan Parkway,Kansas City,Missouri,no,5
984,3 Lillian Avenue,Jackson,Mississippi,no,5
985,4349 Saint Paul Court,Madison,Wisconsin,yes,4
986,7346 Dixon Park,Austin,Texas,yes,5
987,53 Mesta Alley,Norfolk,Virginia,yes,4
988,15 Drewry Street,Tacoma,Washington,no,4
989,16 Pleasure Avenue,Colorado Springs,Colorado,yes,4
990,90 Twin Pines Place,Atlanta,Georgia,no,4
991,653 Forster Junction,White Plains,New York,yes,5
992,69059 Fieldstone Street,Boise,Idaho,no,5
993,8 Magdeline Way,Houston,Texas,no,5
994,959 Reinke Lane,Portland,Maine,yes,5
995,3 Novick Pass,Detroit,Michigan,no,5
996,9572 Westridge Park,Monroe,Louisiana,yes,5
997,05430 Kropf Court,Birmingham,Alabama,no,4
998,61 Park Meadow Avenue,Houston,Texas,no,4
999,95906 Lighthouse Bay Road,Rockford,Illinois,yes,5
1000,5853 Portage Alley,College Station,Texas,no,5
